Temp_Code,PH_Code,EC_Code,EC,PH,Temp,D
C,B,C,31,14,32,14.355742881736212
C,C,C,35,1,28,16.597877117654715
C,A,C,24,8,52,16.81609878663137
B,C,B,17,5,20,13.345436977328255
B,B,B,10,10,12,13.159041436737336
C,C,A,5,2,34,12.40039894992286
C,C,C,24,6,58,15.207292371047407
C,C,B,17,0,31,14.75930476329398
C,C,A,7,1,53,14.920444196177733
C,B,C,30,14,59,16.953362479128494
A,C,C,33,6,6,12.118084632826214
C,C,A,2,6,43,10.433481701494845
C,C,B,18,2,50,14.802727483290756
C,A,C,28,9,53,13.751495615100655
C,B,A,5,11,41,9.30646745763893
B,A,B,18,8,20,9.81137000551598
C,C,B,17,6,23,13.708031374414677
B,C,C,23,6,20,17.075552359563876
B,C,B,14,4,11,13.372212388238323
C,B,C,39,13,46,19.256415417209205
C,C,A,1,3,26,12.43925411752944
C,C,C,33,2,60,19.909640217302528
A,C,C,22,5,1,15.712964431481227
C,C,B,18,6,53,14.456091053987397
C,C,A,5,4,32,12.106368873377235
B,C,C,31,1,19,13.90585328724339
C,C,A,9,3,51,11.353311320024904
C,B,C,38,10,43,17.97673409057527
C,C,A,3,1,58,12.015562900087627
B,A,C,34,8,16,12.543646047538726
B,C,B,18,5,19,12.543215663645729
C,B,A,6,13,48,11.450366572880608
C,C,A,5,4,22,11.477253993948871
C,A,C,31,9,39,17.277242917532618
C,C,B,19,0,33,11.785989697529534
C,B,A,8,11,52,9.95744280432957
C,C,B,11,5,38,14.745816210675391
C,A,C,27,9,54,16.51572987332908
C,C,B,15,5,21,13.38633168944666
C,C,B,12,5,41,15.102440111016179
C,C,A,9,2,33,10.757873033485197
A,A,B,10,9,10,5.432495804137581
A,B,A,9,14,4,5.230099229981568
A,B,A,6,12,5,5.228527445714089
B,A,C,38,8,19,9.453740053769423
C,C,C,25,1,41,16.690299046508756
C,C,C,23,5,45,19.433583702244462
C,C,C,28,5,34,16.389328051549114
C,C,A,2,0,50,14.018617725655059
C,C,B,15,6,44,11.753064162716086
C,B,B,13,10,29,13.587643978172
C,A,C,30,7,27,15.358411083951552
C,C,C,35,3,38,14.779939834423079
C,B,A,3,11,47,10.282693721757987
C,C,B,14,5,58,13.197644661693626
A,B,C,30,10,8,13.27025824109553
C,B,A,7,12,26,10.009192469155092
C,A,A,1,7,60,6.256951416309951
A,B,A,8,14,1,6.029269665135927
B,C,A,8,5,17,8.551650781715317
C,C,A,3,4,56,12.596136124163577
B,A,C,24,9,17,13.508397416312501
B,C,B,14,0,11,13.887664395209
A,B,C,35,14,1,12.661775878461672
A,B,C,36,11,4,11.98602469582621
C,A,C,34,9,22,13.497934407450767
C,B,C,30,10,51,16.284207691095098
B,C,B,17,1,19,14.487050354610806
B,B,C,40,10,18,16.588954274244152
C,A,A,7,7,33,7.121375234574652
C,C,C,33,5,46,17.16238113034277
B,C,A,6,6,20,12.217541671717107
C,C,A,7,2,49,9.390446462160913
A,C,C,37,4,8,17.564442676480777
C,C,C,34,1,39,17.21223396087602
C,B,B,19,13,46,12.05016270609876
C,A,C,25,7,49,14.922901132029253
B,B,C,25,12,11,19.453311505898384
A,B,C,20,14,9,14.852375335269436
C,B,A,2,14,56,11.733811496027332
C,C,C,36,5,39,16.530217248598913
C,C,B,18,6,50,13.009516189559918
C,B,A,8,14,29,11.480953809751625
C,C,B,16,5,27,13.575863298444368
C,C,A,6,6,48,13.310501993781884
C,C,A,3,1,39,10.885020890813395
A,B,A,8,11,1,6.271667228030241
C,B,C,37,11,33,16.63274406859214
C,C,C,25,6,32,15.63631759097392
A,B,A,2,12,5,5.104135354420218
B,C,C,26,1,16,13.758584488232131
C,B,C,25,14,22,15.477643193545523
B,B,B,10,11,17,12.474376681183104
C,B,C,40,14,60,15.024889332106994
C,C,B,11,6,54,14.415592453741692
B,C,C,27,3,14,19.26962489284629
C,B,C,27,11,37,16.032556405238726
A,B,C,40,14,10,14.814292562338512
B,B,B,19,11,13,8.407858584301115
C,C,C,35,5,29,18.19292687898242
A,B,A,3,10,6,7.350312375455882
C,B,B,12,12,51,12.261100889617799
C,B,C,25,14,25,15.902671469848483
B,B,C,36,13,18,16.637129604263876
B,C,B,14,5,14,14.719955743482855
C,C,C,20,3,47,16.65006770101285
C,C,A,2,2,40,13.330322401726496
C,C,C,35,6,59,17.40966158502946
C,C,C,33,5,30,19.191882246652874
B,B,C,40,14,15,17.948913263708477
C,B,B,18,11,47,14.03502325133054
B,C,B,19,1,14,14.414052334181335
C,B,B,16,10,33,12.209986855096297
A,A,B,15,8,1,5.342444193506369
C,C,C,31,1,47,18.787039082760884
C,C,C,28,5,23,18.006112469201558
B,C,C,28,3,14,20.025144516924193
C,C,B,17,0,41,13.500240877690363
B,B,A,4,14,11,12.574490323212174
C,B,C,34,14,53,17.204113480331813
B,C,B,13,2,16,12.595664222259288
C,C,C,36,4,27,19.343558603393255
C,C,C,28,3,32,17.19299448788113
C,C,C,33,4,56,21.166003012014183
C,A,C,30,9,51,13.069383919282416
C,C,A,3,3,37,9.796663547105272
A,C,C,34,0,9,16.1338866011929
B,B,C,21,13,18,10.501561630184522
C,C,C,20,6,35,18.4369810488624
C,C,A,7,6,57,12.590580009900194
C,A,C,35,8,28,13.046425599806572
C,B,A,1,10,49,10.743422920280004
C,C,B,18,1,21,12.174398053942934
C,C,B,10,5,29,13.713424039790961
C,C,A,2,5,49,12.951362402983708
C,C,C,26,6,43,19.21933929578996
A,B,A,1,11,9,6.859842806568888
A,C,A,2,5,4,9.222478892543585
C,A,A,7,8,59,6.91839260273882
C,A,C,28,9,47,13.315030455945038
B,C,B,12,6,18,12.850127287668823
C,B,C,33,13,45,18.099423867728234
B,C,A,9,1,14,11.17124153261473
A,B,A,4,14,2,5.0246839972790145
B,A,C,38,7,18,7.390028378544995
C,C,C,21,1,42,14.80515545191193
B,B,C,31,13,12,16.773101946365408
B,B,A,8,12,15,9.010226540095339
C,A,C,40,9,50,16.247671006922978
A,A,B,15,7,2,5.487440234921474
A,B,B,11,12,4,7.809960885239217
B,B,B,11,14,15,8.212115533665441
A,B,C,23,12,0,12.529875548274934
A,C,C,20,6,8,12.070100917675909
C,B,C,21,12,57,16.330827044300335
C,C,B,17,0,55,15.12637020041968
C,B,B,18,13,59,11.743329852529884
C,C,C,28,5,38,19.45908923711522
C,A,B,16,7,39,9.728970581566877
C,C,C,21,5,46,17.91230463004826
C,B,C,32,10,53,16.386029884407655
C,A,C,34,9,24,14.60627308336618
C,A,C,33,9,37,13.051235642005466
A,B,A,2,11,4,6.313011461685818
C,C,C,27,0,24,15.825085215116673
C,C,C,24,0,43,16.357619190456045
C,C,B,16,4,27,13.287856467536873
C,C,A,1,4,21,9.933416299787307
C,C,C,38,6,37,20.07687429726905
B,B,A,3,13,14,11.886976237913576
C,A,C,33,8,25,13.85489842755059
C,C,C,39,5,30,15.053154924252425
A,C,C,30,1,4,15.876590802580775
C,A,A,1,7,31,6.412250723990581
A,B,C,24,13,8,10.995103460279047
C,C,C,31,5,60,19.866605380974164
A,C,C,33,0,1,12.017700653116785
A,C,C,40,3,8,14.363504831465567
C,B,C,22,12,39,19.042313363928937
C,C,C,22,4,44,21.304333096242367
B,C,C,34,6,13,18.299746168796524
C,B,C,23,13,50,19.17560546964665
C,C,C,40,0,56,20.91486684513722
C,A,B,10,7,21,9.994336261533823
C,C,C,34,1,46,18.17859474245869
A,C,C,36,6,5,12.800294899518299
A,B,B,14,12,0,8.512179612644639
C,C,C,32,6,53,17.712386540685525
C,B,C,23,12,30,17.67188173141022
A,C,B,19,4,7,10.49221033549706
A,C,C,25,1,0,15.445486888090018
A,C,B,13,6,5,9.064175357545153
C,A,A,3,9,39,8.203051250629711
B,A,B,12,8,19,10.926038008393107
C,C,C,25,0,57,14.982407777670598
C,C,B,13,1,22,13.517001087202045
C,B,B,17,11,37,12.55918151838457
C,B,C,27,10,55,18.63692293424645
C,C,B,13,5,25,14.606858192910927
C,B,A,9,10,37,11.662150571608631
B,C,B,18,3,15,13.951271233520178
C,B,B,12,12,55,12.138034060663728
C,C,B,12,3,28,13.890917903266946
B,B,B,14,10,11,13.411268155364425
C,C,B,13,1,47,14.561443854415998
C,A,C,32,7,49,14.595153208873434
C,C,C,30,5,35,19.22063279612037
C,C,A,6,6,59,13.047173974967707
C,C,C,35,4,42,16.720028823959517
B,B,B,18,12,13,12.0801190126646
C,C,A,1,4,45,11.475526548734274
C,C,C,30,1,22,18.454958202293305
B,A,B,18,7,11,11.00605884462332
B,C,C,22,6,12,17.82264428101184
B,A,C,33,8,13,13.888846975983224
C,B,B,11,14,49,11.59308864128354
C,C,B,16,6,44,13.38030974420476
C,B,C,39,12,31,15.9996521068791
C,C,C,37,3,48,14.904583049782444
C,C,C,23,3,37,14.4385300021252
B,C,C,36,2,17,15.14549158589162
C,C,A,9,5,55,9.638079383138171
C,A,C,38,7,56,13.342224329350412
C,C,B,19,4,51,14.397109605131265
A,C,B,19,1,7,8.409187189159708
C,B,C,33,11,57,19.2027667414522
C,C,B,15,3,28,13.96973002653101
C,B,B,14,10,54,12.47510460820733
B,C,C,25,2,20,14.652210228062923
A,B,C,23,11,0,12.925649520362072
A,B,C,31,13,10,12.464829992465459
C,C,A,3,6,35,12.954861976794088
A,C,A,1,2,5,5.881475349906915
A,C,A,6,3,7,6.136418763871451
C,C,C,40,6,59,15.43081870586068
A,C,A,2,1,2,7.280769277699205
A,C,A,6,6,3,8.110850443284589
C,B,A,1,11,50,11.820535816947881
C,A,C,36,7,33,15.300651715245177
A,A,C,24,9,8,9.916925161923402
C,C,C,30,6,56,21.216483333112755
A,B,A,2,14,5,6.670384842433533
A,C,B,14,6,5,9.800176628367858
B,C,A,8,1,16,8.211597076976137
C,C,B,17,2,39,15.783527402976649
C,C,C,25,4,37,20.193336940650568
A,A,C,24,7,1,8.65182796357373
C,C,A,4,0,41,12.989595174171974
B,C,A,7,3,20,11.506316271381799
C,B,C,32,14,53,17.96466123425906
C,A,C,22,7,35,14.020076106276015
B,A,B,12,8,12,9.465135735762969
C,C,C,35,4,36,19.46838381568717
A,A,B,19,7,8,6.470140629828661
C,C,C,21,3,32,21.5917468551445
C,C,B,14,0,28,12.980181390833469
C,C,C,40,6,55,19.669273000233925
C,B,B,16,14,29,11.751041836011783
C,B,C,31,14,60,19.4056006716827
A,B,B,15,11,3,8.936873532463268
C,B,B,16,13,33,11.989876488649761
C,C,B,14,0,43,14.369959742219258
C,A,C,31,7,31,12.487656831942818
C,C,A,7,4,55,10.59510459981188
A,B,B,11,12,2,7.181499817143528
C,A,C,24,8,45,10.782820336845964
C,C,C,30,1,46,17.292791945936067
C,B,C,28,11,35,14.82085848771526
B,B,A,6,10,11,9.277411396462588
B,C,A,5,2,14,12.10451894463025
B,A,B,12,8,15,9.561830962731957
C,A,C,23,9,59,12.031326879281455
B,A,B,10,9,15,10.308787966057732
C,A,C,20,8,26,12.470185783127171
C,A,C,39,7,45,15.142447762526242
C,C,C,29,4,51,16.218559232830096
C,B,B,11,13,28,11.368974561679476
C,C,C,37,6,54,16.57330969727119
B,C,C,25,4,20,19.781081653697637
C,C,C,29,6,53,21.670565254844
B,A,B,10,8,18,9.366171395946422
C,B,C,28,14,31,14.682932573388474
C,A,C,37,7,59,16.42105060526542
C,B,C,27,12,56,16.623413193009455
C,C,A,3,6,47,14.50377770623409
C,C,B,15,2,60,12.887091261759938
B,A,C,26,9,20,13.515774201664165
B,C,B,10,2,13,12.671183986712208
B,C,C,20,1,12,19.921371826773953
C,C,A,4,3,56,12.288443225165071
C,A,A,6,8,49,9.333667367671394
C,C,C,27,6,56,20.252013932242967
C,C,B,11,2,25,15.864322855681655
C,C,C,40,0,46,19.501013970687477
B,C,B,17,1,13,12.17098265791482
C,C,C,20,4,48,19.658850251223928
C,A,A,4,8,53,6.565856262149309
C,B,A,8,11,47,10.681754220945843
B,C,A,7,0,18,12.477679634509332
A,B,C,38,10,6,12.673050898639989
A,C,A,3,1,6,8.836766621706577
C,C,C,37,3,46,17.974352979587923
C,B,C,27,12,34,18.471282443696648
C,A,C,39,7,57,14.746280009200373
C,A,A,1,8,31,6.6931037498568955
C,B,B,16,11,41,12.602585965241115
C,B,C,38,12,44,18.873000322854274
C,A,C,35,7,25,14.076011697483171
C,C,B,12,5,52,13.208440194783858
C,B,A,7,11,23,8.940946737134219
C,C,C,23,5,44,16.96359504246242
A,C,B,17,1,5,9.811178632427982
C,B,C,33,10,60,17.829028499971958
B,B,B,12,14,13,12.373826775471713
B,C,C,40,0,12,17.839288499009985
C,C,A,3,5,21,9.656721577550442
C,C,B,19,1,29,15.411040068614742
A,C,C,30,4,9,10.758716146904433
C,A,C,38,9,35,12.606913328420182
A,B,A,5,14,4,7.836747603919763
A,C,B,10,1,5,10.09326468142743
C,B,C,38,13,59,19.51284196650475
C,B,C,28,12,24,18.757201799933355
C,C,B,14,0,29,13.286894062460295
C,C,C,21,2,26,21.916647993529562
C,B,C,38,14,54,19.794140548973957
C,B,B,18,11,54,12.824193614284589
B,C,B,19,3,15,13.950245791492456
C,C,C,24,6,33,21.635884009527445
C,B,B,15,10,28,11.936504647934651
C,B,C,37,11,31,18.033720566409666
C,B,C,28,10,33,16.692168337532873
C,B,A,8,13,29,11.067442499790612
C,A,C,29,7,21,15.971491178671847
C,C,C,24,2,45,17.080319422707664
C,C,B,14,3,41,13.368019381594074
C,C,A,1,6,32,12.258223000959859
C,A,B,10,8,26,9.327837818447573
C,C,C,27,4,50,16.549606621367687
C,C,C,33,0,28,18.7978091592691
C,C,C,22,6,53,18.32737637799157
B,C,B,16,3,11,13.308811634077234
C,B,A,2,14,38,12.290969326781843
B,B,C,30,10,12,15.9299612817789
A,A,A,7,7,2,4.539781564098829
A,B,C,27,10,7,13.810507734929516
C,C,C,21,1,51,19.703921391826547
A,B,C,36,13,2,10.952207191911164
A,B,C,37,11,1,10.570364331585493
C,B,B,19,10,58,12.465450385123592
C,C,C,23,5,39,22.559180778492536
B,C,C,38,0,14,16.288665074669805
C,A,C,26,8,25,15.170116006862354
A,A,B,19,9,5,6.028160211025391
A,A,C,27,8,3,10.872248356305434
C,B,C,33,11,50,16.34709118079634
C,B,A,6,13,50,12.104230583043016
A,B,A,1,14,7,4.85644408903596
C,C,C,38,1,57,17.71339795744761
C,A,A,5,9,26,7.473728272415924
C,C,C,21,2,58,17.333749852796373
C,C,C,20,5,45,19.04287383382608
C,B,A,4,13,35,10.74008406333462
C,A,C,39,7,41,12.701272388392155
B,B,C,25,13,12,18.02931841124529
C,C,B,14,6,58,15.136440100818728
A,C,C,23,2,7,12.621907824057256
B,C,C,24,3,13,13.735681763741658
C,C,C,27,0,53,14.719922741052402
C,B,C,38,11,27,17.83920681768852
B,B,C,24,13,13,18.186497525559794
C,C,C,40,4,43,17.395594655145803
C,B,C,22,13,54,16.787107502231155
B,A,C,32,8,19,11.73863166166011
C,C,A,2,3,58,11.762416544344457
C,A,A,6,8,48,8.262314480378116
C,C,A,1,6,48,11.53106785436313
C,C,A,2,2,29,10.438060048539864
A,C,C,27,4,0,13.027296953793574
C,B,B,16,12,50,11.788651276879147
C,C,B,15,2,52,12.456043726723369
C,C,C,39,1,30,16.729148268576406
C,A,A,9,7,21,9.973468978906231
C,B,B,18,12,42,13.247615853728202
C,C,C,24,0,21,17.735611041097204
C,C,B,10,5,43,13.270929988759404
C,B,B,18,12,42,12.36030186033976
C,C,C,25,3,27,18.25694190944651
C,B,C,24,12,30,18.64029740388203
C,C,C,35,4,42,17.080515335060916
B,B,B,19,12,16,13.15635825613126
C,B,C,33,11,29,16.998532965698217
C,A,C,33,8,40,13.98419490788108
C,B,A,5,12,48,11.259038823457551
C,C,B,14,1,21,15.046068635110236
C,C,B,14,0,35,15.175471900303007
C,C,C,39,2,34,15.08489213648302
C,C,B,14,3,39,13.928252133920935
B,C,C,36,3,17,15.664852669796026
A,B,B,19,10,2,8.417570028735295
C,C,C,28,2,40,20.481172515601152
C,B,B,14,12,28,12.693533453213576
C,B,A,1,10,22,10.425983381461313
C,C,A,4,3,42,12.371185804151317
C,A,A,3,7,38,7.496787157493866
C,C,C,25,4,48,19.796584094896076
A,B,C,40,14,9,10.467805867506055
C,C,C,22,2,43,17.867338876135758
C,B,B,16,10,21,12.803511517881468
C,C,C,33,3,47,17.869438795836405
C,B,A,2,13,36,10.783575850435016
A,C,C,31,4,7,11.837043803270356
B,A,B,13,9,19,4.7864228323578875
C,B,A,7,14,42,8.386007186089266
B,B,C,29,14,20,16.870781905022376
C,A,B,11,7,26,9.303657870452923
A,C,A,1,1,5,6.157036735336363
A,A,C,25,7,2,9.357096125066146
C,C,C,29,6,49,17.5653049151826
C,A,C,36,9,55,13.978886862463058
C,B,B,16,10,47,12.778279608445555
A,B,C,37,14,10,11.567846164496041
C,C,C,30,6,58,18.548071930587746
C,C,C,32,5,31,16.165189768330784
C,C,B,10,3,47,13.706890752862758
C,C,A,8,1,22,11.943743321689457
A,C,C,31,6,9,15.822494332625245
B,C,A,2,1,16,6.01540955217702
A,A,C,21,7,0,11.35303121830004
C,C,C,25,0,29,15.28798301303004
C,B,C,36,10,54,16.534030679319017
C,B,C,25,14,29,14.788802118617792
C,A,B,10,9,40,9.156988788430706
C,C,C,37,2,37,18.760483050241866
A,C,C,30,6,0,10.740101809652359
C,A,B,10,7,48,10.020227285108163
C,C,C,28,1,28,19.3020068661313
C,B,C,37,10,30,14.313225401229333
C,A,C,35,8,24,11.88409159524269
C,C,A,1,2,25,12.80243201423163
A,C,B,12,0,1,11.177114600617976
C,B,B,15,10,44,12.259648007479488
C,B,C,33,14,26,16.78303155530618
B,C,B,11,6,17,13.43496795092205
A,C,A,5,3,4,8.248375711103009
A,C,B,16,5,1,10.370879592054106
C,A,C,31,8,26,14.647076920779181
B,B,C,35,14,17,19.826843903069083
C,C,C,38,4,31,17.368616911049408
A,B,B,16,12,1,7.649362187713104
C,C,C,29,5,28,18.972523674389095
B,B,C,39,13,14,14.943125254905555
C,C,B,17,5,34,14.056948484240122
C,B,A,8,13,55,10.946281823029768
A,A,C,35,9,3,8.243810242575032
B,C,C,28,1,18,16.170754938882958
C,B,A,9,10,45,8.761188382472753
C,C,C,20,3,46,16.093331371456145
C,B,C,37,13,58,16.743813520673264
C,A,C,29,7,30,15.700554368599722
C,C,B,11,1,36,13.379750347120062
C,A,C,40,9,39,14.792257842275516
B,C,C,35,5,17,15.14746808313782
B,C,B,15,5,18,12.602896780064722
C,C,A,8,5,31,9.973680121231087
C,C,C,39,0,47,18.559513962026607
C,C,A,4,0,57,14.072974835417558
B,C,C,22,6,13,20.246332418243654
C,B,C,29,13,35,15.169858158221547
C,C,C,29,4,53,18.038966710179764
C,B,A,9,10,35,10.673813482038522
C,A,C,30,8,53,16.293255414904813
A,B,C,22,11,4,13.055968591040196
A,A,C,39,7,9,8.576089399646541
C,C,B,16,1,45,11.918300571333827
C,B,C,24,13,49,17.826651991022338
C,B,B,13,14,25,11.644786878921462
C,B,A,8,12,34,10.80164124732083
C,C,B,16,0,39,15.091758481526412
C,B,C,26,10,54,14.0941044462967
C,B,C,31,13,30,17.63869391876128
A,C,C,33,1,5,13.062013496326896
C,B,A,1,11,52,10.481838658936024
A,B,C,34,12,2,14.282316207837733
C,C,B,19,2,39,13.492203744236274
C,C,B,16,1,57,13.494109201930442
B,B,C,23,14,19,14.701821770621908
C,A,C,32,7,35,16.373771459469562
A,C,C,21,0,9,13.344063908413887
C,C,C,27,4,34,19.066062083080975
C,C,A,8,2,43,10.724202469600586
C,C,A,2,3,45,10.533918982219431
C,A,C,36,7,50,12.071038145643318
C,A,B,15,8,55,10.740059484495095
C,B,C,38,13,40,17.902160915699195
B,A,C,35,7,15,13.23340501880261
C,C,C,22,3,50,18.979040940679322
B,C,A,4,4,16,9.69849310213184
B,B,B,12,12,12,11.821072436675927
C,B,C,37,12,47,18.506360720914266
A,C,B,14,0,8,9.808969616682141
C,C,C,39,6,44,18.977386917465473
C,A,A,2,7,28,6.756581067201777
B,C,C,21,4,17,16.679974766233105
A,C,B,15,6,6,8.772993965761486
B,B,C,30,11,18,13.148450609671837
A,B,C,32,11,5,15.205851116229331
C,C,C,36,1,29,18.270556917067736
C,C,C,27,0,38,21.774622840979124
C,B,C,39,11,39,16.761652400042554
C,B,C,28,13,33,14.598809001107886
C,A,C,38,9,57,16.84982322756904
C,C,C,40,2,52,17.045764292231073
C,A,C,33,8,39,15.027281651832311
C,C,C,40,6,31,18.6630684245439
B,C,B,15,4,16,13.881557003740683
B,A,A,7,7,19,7.352489644442793
C,B,C,20,11,42,16.83849407851052
C,A,A,5,8,44,7.196729390436352
A,A,C,33,7,4,9.56241324401871
A,B,A,2,14,6,5.021109300898708
C,C,C,27,1,26,18.899734068073958
A,C,C,40,3,9,14.538160991142071
C,B,A,5,13,47,10.88830016947298
C,A,C,23,7,34,15.435240934285495
C,B,C,34,13,31,15.922637820028813
C,A,B,17,8,27,8.339257737307236
B,C,B,10,3,12,11.808802059538543
A,B,B,19,13,1,8.263862546752122
A,C,C,20,4,0,14.408408885599096
C,B,B,17,11,60,11.838835269116284
B,B,C,39,13,18,17.68404846737262
C,C,C,21,0,28,20.870578541065466
A,C,B,15,1,7,8.05539106505583
C,C,C,33,0,43,18.398340331274188
C,C,C,29,4,53,19.138676133263655
C,C,C,37,3,49,20.07572822383518
B,B,C,34,10,14,18.263873983944265
C,B,C,30,11,36,14.634662742330852
A,C,B,18,1,1,10.182415774655382
C,B,B,19,14,42,11.855634000907045
C,A,C,20,8,22,16.30479360065153
C,C,A,1,3,53,11.452857275437921
C,A,B,16,9,21,9.351837911978526
C,C,B,12,0,22,12.475664291232583
A,B,B,11,14,2,8.231064234759721
C,C,C,29,2,33,17.31508770051031
C,C,A,5,0,52,11.387611873800509
C,B,A,8,13,36,10.284503623022774
C,C,B,13,5,29,13.997057065244677
C,B,A,8,14,54,12.6710530932345
C,B,B,19,13,58,11.485461255477727
C,B,C,28,13,47,18.822963453831207
B,C,C,35,3,16,18.336343093270976
B,B,C,34,12,16,14.622991655787791
C,C,C,36,2,26,16.86179565009533
C,C,C,27,5,29,18.02874726574148
A,B,B,18,14,9,8.029572961135345
B,C,A,7,1,11,9.226391592395732
C,B,B,14,13,53,12.66336231262596
A,A,C,20,9,4,12.023998862397626
C,B,C,25,12,28,19.13288837816825
C,C,B,12,6,25,14.41462245493732
C,A,C,27,7,33,15.271135144386164
C,A,C,24,7,41,13.04989047280603
C,C,C,29,4,52,18.17696622982219
C,A,C,24,7,56,12.483902073484717
B,C,C,30,3,18,16.817784466812462
C,A,C,35,9,24,12.977697791483292
C,B,A,8,12,48,11.765516728216543
A,B,C,29,12,2,9.59779645720669
C,B,C,24,10,59,17.808405029994027
A,C,A,4,4,0,6.805573923587804
C,C,C,34,0,27,16.4450569675739
B,B,C,28,14,11,19.518645642565257
C,B,C,37,14,31,16.592873449768668
C,B,C,31,12,28,18.815443082742743
C,C,C,37,2,52,14.949731299751177
C,C,A,9,0,47,11.459058662726022
C,B,C,24,14,35,16.83873165552133
B,B,A,9,12,14,10.463487135431794
C,B,C,25,11,23,15.088147358535117
C,C,C,33,2,39,20.008788816555853
C,B,B,19,14,55,11.93313304376932
A,B,C,34,10,7,11.015733500326615
C,A,C,22,9,44,13.157666369567306
A,C,C,23,1,8,13.1926609265342
A,B,C,22,12,7,12.327241594414245
C,C,C,31,5,55,16.250265931202335
C,A,B,13,8,60,9.804941327524958
C,C,C,32,0,42,17.88805040189436
C,C,C,36,5,58,19.173289431488772
A,B,B,17,12,7,7.426612840122877
C,C,A,3,2,36,10.406234403528803
A,B,C,21,14,6,11.545503928049255
B,C,C,25,2,16,14.252841025006274
C,C,A,5,4,54,11.840695377950734
A,C,C,34,5,10,13.456574216760721
C,B,C,30,11,51,14.981294485414125
A,C,C,29,3,5,16.15158554370208
C,B,B,12,14,57,12.840310590844998
C,B,A,2,13,22,9.696978649999522
C,B,B,19,10,25,12.568989789547867
A,C,C,25,4,3,14.373833289044143
A,B,A,3,11,8,7.78731631875037
C,B,C,33,12,43,17.71450431731913
C,B,A,3,13,53,9.76159914598942
C,A,C,24,7,53,15.608442217070554
C,C,C,20,0,43,19.887037533963685
C,B,A,1,12,24,11.520285183539055
A,C,B,15,5,7,8.8968504886701
C,B,C,26,13,38,16.788403057457103
C,A,A,5,8,27,8.915495401811285
C,B,B,16,10,23,12.67706801661675
C,C,C,21,0,52,19.398247895074253
B,C,A,2,0,16,10.350909462138338
C,C,C,25,0,30,18.3470435689375
C,C,C,22,2,36,18.422563822969316
C,A,C,27,9,52,16.536128499488434
B,B,C,39,13,13,18.63269564817437
A,B,C,27,11,9,10.330726260832407
C,C,B,16,3,27,15.090052116533958
B,C,C,28,2,11,16.85010765862409
C,C,A,7,1,54,10.857469842689875
B,A,C,37,9,20,13.86828698220365
C,B,C,27,10,31,15.239361524584247
C,B,B,19,14,26,13.976053985472374
A,C,B,10,6,6,7.506109930118727
B,B,C,27,12,15,10.430619148292285
B,C,A,9,0,17,7.620248350185229
C,A,C,32,9,27,14.29796238896963
C,A,C,35,7,26,15.42245290963724
C,A,B,12,9,49,9.789384176642804
A,B,C,39,14,1,14.04019880343131
A,C,C,24,0,8,16.16081116610361
A,C,A,8,4,3,6.326450854792555
C,B,A,4,13,48,11.556206727560864
C,C,C,21,3,45,16.088011385610415
B,C,A,9,0,17,10.65170299936542
C,C,C,35,4,59,16.793875150361423
B,C,B,12,1,16,12.889756320837261
B,B,A,3,10,15,10.143878680315623
C,B,C,34,13,49,15.23500569730721
C,C,A,2,2,45,14.22568743808774
C,A,B,11,9,44,9.103571468830149
C,C,B,16,1,46,12.887816596199633
A,C,C,26,1,7,14.894131095122098
A,B,C,30,10,7,13.727687748803426
C,B,C,39,14,30,18.439350441283754
C,A,C,32,8,50,12.561064425236403
C,C,C,26,1,43,14.452232426382913
C,B,C,23,10,37,15.844732421869422
C,C,C,28,3,53,17.27580807829867
C,B,A,7,13,32,11.278422765761027
B,B,A,6,10,20,11.679556500806648
C,B,C,32,14,33,15.204577061653644
C,B,B,13,12,39,12.961304101397532
A,B,B,14,13,6,8.053623578063313
C,B,A,3,14,53,9.67422988310138
C,C,A,1,5,41,11.811491288522774
C,B,C,35,13,49,19.394821541984697
B,C,A,8,0,15,10.22820671831656
C,B,A,7,11,24,11.798641373841175
C,B,C,37,12,40,18.998289716190122
C,C,C,30,1,43,22.087328512986023
A,B,C,32,12,3,13.19796115696671
C,C,C,33,6,51,20.577833228484625
B,C,B,19,5,17,14.39470788285335
B,C,C,20,6,20,21.334781565178215
B,C,A,9,2,15,12.86720993790286
B,B,B,16,13,18,12.015343687840904
C,B,C,31,12,47,16.985983357273714
B,B,C,36,11,18,15.004717877279552
C,C,C,30,1,46,20.656823623436736
B,A,C,35,7,14,13.863296721281955
C,B,C,34,14,30,13.901502178363906
C,B,C,34,14,44,16.060419472215045
C,A,C,27,8,51,15.140041914102886
C,C,B,13,6,33,14.355718752024984
A,B,C,26,11,6,13.328704343797643
C,C,C,21,2,51,21.07934973501176
B,A,C,39,8,17,13.381946910459703
C,C,C,32,1,26,19.648046651388768
C,A,A,1,7,50,6.870850791413423
C,C,C,30,6,24,19.66217995474574
B,C,C,34,4,12,18.443308865938313
C,C,C,27,3,57,16.123543527520646
B,B,A,5,14,20,12.324772042470372
B,C,C,38,4,12,15.031201787093853
B,B,A,5,10,16,11.489946702788163
C,C,B,16,2,21,13.030712813322912
C,C,A,1,1,52,11.839131916879253
C,C,B,16,3,32,13.707922389217845
C,B,B,16,14,45,11.748089836075234
B,C,B,17,3,15,13.688986534361812
C,C,C,40,1,50,20.577500309036893
C,C,C,25,0,59,18.20302109487671
C,B,A,4,11,43,9.606488987431502
